"tweet","avg_perceived","avg_sentiment","viewed_all","poli_affil","is_moderate","co_cross"
3009,2,3.3333333,25,"left","yes","cross"
3009,3.3333333,4.3636365,25,"right","yes","cross"
3012,2.1666665,2.6666667,22,"left","no","cross"
3012,5.6999998,3.0999999,22,"right","no","co"
3012,2.1999998,2.2,22,"left","yes","cross"
3012,5.2857141,3.2857144,22,"right","yes","co"
3014,3.3333335,3.3333333,19,"left","no","cross"
3014,5.1111112,4.0999999,19,"right","no","co"
3014,3.5,3,19,"left","yes","cross"
3014,5,3.6666667,19,"right","yes","co"
3017,3.1999998,4.818182,23,"left","no","cross"
3017,5,5.8333335,23,"right","no","co"
3017,3.5,5.1428571,23,"left","yes","cross"
3017,5.3333335,5.75,23,"right","yes","co"
3018,1.3333335,1.2222222,17,"left","no","cross"
3018,5.2857141,2,17,"right","no","co"
3018,2,1.6666666,17,"left","yes","cross"
3018,5,2,17,"right","yes","co"
3020,5.8333333,4.6666665,25,"left","no","co"
3020,1.4615384,2.0769231,25,"right","no","cross"
3020,6.25,5.25,25,"left","yes","co"
3020,1.6666666,2.3333333,25,"right","yes","cross"
3023,2.25,3.5,16,"left","no","cross"
3023,6,5.125,16,"right","no","co"
3023,2.25,4.75,16,"left","yes","cross"
3023,6.25,5,16,"right","yes","co"
3024,1.9000001,1.9,19,"left","no","cross"
3024,5.7777777,5.4444447,19,"right","no","co"
3024,1.8333335,2.3333333,19,"left","yes","cross"
3024,5.25,5.25,19,"right","yes","co"
3025,4.0833333,4.6153846,24,"left","no","co"
3025,3.4545455,3.5454545,24,"right","no","cross"
3025,4.1111112,4.5999999,24,"left","yes","co"
3025,3.5999999,4,24,"right","yes","cross"
